network,station,latitude,longitude,start_year,end_year,smap_lat,smap_lon,chirps25_lat,chirps25_lon,chirps05_lat,chirps05_lon,MAP,location,MEAN_PET,AI,era5_lat,era5_lon,MAT,LAI_max,LAI_mean
RUSWET-GRASS,ROSTOSHY,51.87,43.58,1978,1985,52.091694,43.506226,49.875,43.625,49.975,43.574997,409.3381042480469,"('RUSWET-GRASS', 'ROSTOSHY')",702.6173095703125,0.5825904068580073,51.75,43.75,6.0431213,4.1240000960000005,0.8072669377639614
RUSWET-GRASS,SAM,45.4,56.12,1954,1985,45.293133,56.20332,45.375,56.125,45.424995,56.125,145.07192993164062,"('RUSWET-GRASS', 'SAM')",1130.11865234375,0.1283687598915179,45.25,56.25,10.62265,0.376,0.15853027689320595
RUSWET-GRASS,SANYJAKHTAT,60.58,124.07,1978,1985,60.6948,124.17013,49.875,124.125,49.975,124.07501,460.25,"('RUSWET-GRASS', 'SANYJAKHTAT')",474.5554504394531,0.9698550497603476,60.75,124.25,-6.7679443,1.360000008,0.254064535938448
RUSWET-GRASS,SEMIKARAKORSK,47.52,40.77,1978,1985,47.32334,40.892117,47.625,40.875,47.524994,40.774994,531.3969116210938,"('RUSWET-GRASS', 'SEMIKARAKORSK')",906.1134643554688,0.5864573616054628,47.75,40.75,9.514984,1.66800002,0.5503462904112625
RUSWET-GRASS,SHARKOVSHCHINA,55.37,27.47,1972,1985,55.40666,27.448133,49.875,27.375,49.975,27.47499,631.0401611328125,"('RUSWET-GRASS', 'SHARKOVSHCHINA')",539.71435546875,1.169211370308549,55.25,27.25,6.424011,1.572000012,0.5376958253986217
RUSWET-GRASS,SHELOPUGINO,51.65,117.57,1978,1985,51.63809,117.448135,49.875,117.625,49.975,117.57501,299.56939697265625,"('RUSWET-GRASS', 'SHELOPUGINO')",618.3154907226562,0.4844927896316078,51.75,117.75,-2.4093933,2.1200000400000003,0.5659106984231816
RUSWET-GRASS,SHORTANDY,51.67,71.0,1978,1985,51.63809,71.141075,49.875,71.125,49.975,71.024994,266.5555419921875,"('RUSWET-GRASS', 'SHORTANDY')",709.7289428710938,0.3755737238414994,51.75,71.25,2.6046448,2.780000036,0.4240389484506274
RUSWET-GRASS,SLAVGOROD,52.97,78.65,1972,1985,53.012913,78.609955,49.875,78.625,49.975,78.67499,216.7024841308593,"('RUSWET-GRASS', 'SLAVGOROD')",740.300537109375,0.2927223110995026,52.75,78.75,2.960907,1.3880000000000001,0.2784807708290545
RUSWET-GRASS,SOLYANKA,56.17,95.27,1978,1985,56.40517,95.41494,49.875,95.375,49.975,95.274994,207.92491149902344,"('RUSWET-GRASS', 'SOLYANKA')",560.3505859375,0.3710621827068364,56.25,95.25,0.12844849,3.816000024,0.5806095866369447
RUSWET-GRASS,SOSNOVKA,51.15,94.52,1978,1985,51.18893,94.66805,49.875,94.625,49.975,94.524994,192.5877990722656,"('RUSWET-GRASS', 'SOSNOVKA')",630.3807983398438,0.3055102559904432,51.25,94.75,-0.8138733,,
RUSWET-GRASS,SOSNOVO-OZERSK,52.53,111.55,1978,1985,52.549908,111.47303,49.875,111.625,49.975,111.524994,433.95947265625,"('RUSWET-GRASS', 'SOSNOVO-OZERSK')",614.8552856445312,0.7057912370409982,52.75,111.75,-2.5896606,,
RUSWET-GRASS,SUNTAR,62.15,117.65,1978,1985,61.858166,117.82158,49.875,117.625,49.975,117.67499,304.093017578125,"('RUSWET-GRASS', 'SUNTAR')",491.8758239746094,0.6182312745540067,62.25,117.75,-6.481659,1.3519999999999999,0.2292094287355157
RUSWET-GRASS,SURSKOE,54.48,46.73,1972,1985,54.43256,46.867218,49.875,46.625,49.975,46.72499,280.2161560058594,"('RUSWET-GRASS', 'SURSKOE')",598.7355346679688,0.4680132375327521,54.25,46.75,4.746338,2.508000036,0.5707915303760107
RUSWET-GRASS,"SVERDLOVSK,ISTOK",56.8,60.63,1973,1985,56.91428,60.684647,49.875,60.625,49.975,60.625,235.95753479003903,"('RUSWET-GRASS', 'SVERDLOVSK,ISTOK')",519.5931396484375,0.4541198041022838,56.75,60.75,2.308136,,
RUSWET-GRASS,TASTY,44.72,69.12,1959,1985,44.89572,69.27386,44.625,69.125,44.725,69.125,175.093017578125,"('RUSWET-GRASS', 'TASTY')",1356.399658203125,0.1290865981270428,44.75,69.25,11.27005,0.332,0.1503842708016621
RUSWET-GRASS,TAUP,48.25,62.0,1957,1985,48.15719,62.178425,48.375,62.125,48.274994,62.024994,159.37899780273438,"('RUSWET-GRASS', 'TAUP')",1038.8580322265625,0.1534174958065643,48.25,62.25,7.3217163,0.936000008,0.2980701595174004
RUSWET-GRASS,TCHAGLY,54.17,69.53,1968,1985,53.954033,69.6473,49.875,69.625,49.975,69.524994,242.05616760253903,"('RUSWET-GRASS', 'TCHAGLY')",670.9589233398438,0.3607615297783832,54.25,69.75,2.623169,2.548000036,0.43850009084159425
RUSWET-GRASS,TCHEBENKI,51.83,54.95,1978,1985,51.63809,55.08299,49.875,54.875,49.975,54.97499,258.4314270019531,"('RUSWET-GRASS', 'TCHEBENKI')",784.02978515625,0.3296193995365241,51.75,54.75,5.326782,2.2680000160000002,0.45664155395035905
RUSWET-GRASS,TCHERNIGOVKA,50.47,71.47,1967,1985,50.303333,71.51453,49.875,71.375,49.975,71.47499,277.33837890625,"('RUSWET-GRASS', 'TCHERNIGOVKA')",783.5381469726562,0.3539564474018244,50.25,71.25,3.8516846,1.176000012,0.28318820966438474
RUSWET-GRASS,"TCHIMKENT,AGRO13",42.3,69.6,1978,1985,42.185303,69.6473,42.375,69.625,42.324997,69.575,655.5353393554688,"('RUSWET-GRASS', 'TCHIMKENT,AGRO13')",1046.0836181640625,0.6266567298950454,42.25,69.75,11.297424,,
RUSWET-GRASS,TCHISHMY,54.57,55.38,1973,1985,54.43256,55.456432,49.875,55.375,49.975,55.375,276.0758056640625,"('RUSWET-GRASS', 'TCHISHMY')",630.457275390625,0.4378977235103024,54.75,55.25,4.006958,3.6880000280000003,0.8094555433178876
RUSWET-GRASS,"TCHITA,AGRO",52.02,113.33,1978,1985,52.091694,113.34025,49.875,113.375,49.975,113.32501,455.3199462890625,"('RUSWET-GRASS', 'TCHITA,AGRO')",643.4035034179688,0.7076740239527058,52.25,113.25,-2.2131348,,
RUSWET-GRASS,TCHURAPTCHA,62.03,132.6,1978,1985,61.858166,132.75934,49.875,132.625,49.975,132.57501,626.4114990234375,"('RUSWET-GRASS', 'TCHURAPTCHA')",501.0110778808594,1.250294707400459,62.25,132.75,-9.901428,5.176000092000001,0.8947293453589339
RUSWET-GRASS,TEREKTY,48.95,55.65,1954,1985,49.00465,55.829876,48.875,55.625,48.975,55.625,246.99493408203125,"('RUSWET-GRASS', 'TEREKTY')",973.589599609375,0.2536951238808743,48.75,55.75,7.177246,1.06,0.2760720253049772
RUSWET-GRASS,TOLUBAY,47.97,51.63,1953,1964,48.15719,51.721992,47.875,51.625,47.975,51.625,153.59811401367188,"('RUSWET-GRASS', 'TOLUBAY')",1075.9378662109375,0.1427574201422882,47.75,51.75,9.352386,1.3080000079999998,0.32786031307139835
RUSWET-GRASS,TOMMOT,58.97,126.27,1978,1985,59.024097,126.41079,49.875,126.375,49.975,126.274994,479.5566101074219,"('RUSWET-GRASS', 'TOMMOT')",467.5469055175781,1.025686630470902,58.75,126.25,-6.614044,1.35600002,0.31050972076792677
RUSWET-GRASS,TOREY,50.53,104.83,1979,1985,50.74406,104.75104,49.875,104.875,49.975,104.82501,380.3025207519531,"('RUSWET-GRASS', 'TOREY')",608.8085327148438,0.6246668703148429,50.75,104.75,-2.388153,2.6160000439999997,0.6605387708620047
RUSWET-GRASS,TROITSKO-PECHERSKOE,62.7,56.2,1978,1985,62.456604,56.20332,49.875,56.125,49.975,56.22499,278.2833251953125,"('RUSWET-GRASS', 'TROITSKO-PECHERSKOE')",418.0311584472656,0.6656999593737647,62.75,56.25,-0.2706604,3.4000000800000003,0.655241310576749
RUSWET-GRASS,TSYVILSK,55.85,47.5,1978,1985,55.90273,47.61411,49.875,47.625,49.975,47.524994,282.2600402832031,"('RUSWET-GRASS', 'TSYVILSK')",589.6533813476562,0.4786880720298697,55.75,47.75,4.273468,2.4480000520000003,0.6300812853314284
RUSWET-GRASS,TULUN,54.6,100.63,1972,1985,54.43256,100.64315,49.875,100.625,49.975,100.625,314.6338806152344,"('RUSWET-GRASS', 'TULUN')",570.0488891601562,0.5519419239265239,54.75,100.75,-0.35794067,3.264000024,0.7491378406934901
RUSWET-GRASS,TURA,64.27,100.23,1978,1985,64.32838,100.26971,49.875,100.125,49.975,100.225006,307.6888122558594,"('RUSWET-GRASS', 'TURA')",379.13031005859375,0.8115647947227083,64.25,100.25,-8.232697,1.43200002,0.2595435551993031
RUSWET-GRASS,TYUMEN,57.15,65.5,1970,1985,56.91428,65.53942,49.875,65.625,49.975,65.524994,237.19483947753903,"('RUSWET-GRASS', 'TYUMEN')",562.5318603515625,0.4216558317768893,57.25,65.75,1.9156189,,
RUSWET-GRASS,ULETY,51.35,112.33,1978,1985,51.18893,112.21992,49.875,112.375,49.975,112.32501,408.7792663574219,"('RUSWET-GRASS', 'ULETY')",631.4140625,0.6474028543788124,51.25,112.25,-1.1729431,2.476000016,0.5338854401044424
RUSWET-GRASS,URALSK,51.25,51.4,1968,1985,51.18893,51.34855,49.875,51.375,49.975,51.375,240.9031219482422,"('RUSWET-GRASS', 'URALSK')",815.9181518554688,0.2952540293415553,51.25,51.25,6.2875977,,
RUSWET-GRASS,UST-MAJA,60.38,134.45,1978,1985,60.128555,134.62656,49.875,134.375,49.975,134.475,638.0657348632812,"('RUSWET-GRASS', 'UST-MAJA')",519.058349609375,1.2292755435751437,60.25,134.25,-8.111603,5.700000072,1.1040290369284518
RUSWET-GRASS,UST-TSILMA,65.45,52.17,1972,1985,65.64985,52.095436,49.875,52.125,49.975,52.175003,225.8538818359375,"('RUSWET-GRASS', 'UST-TSILMA')",370.91448974609375,0.6089109163423186,65.25,52.25,-0.76956177,5.224000104000001,0.8606426384484345
RUSWET-GRASS,VASILEVITCHI1,52.25,29.83,1972,1985,52.091694,29.688797,49.875,29.875,49.975,29.824997,585.7605590820312,"('RUSWET-GRASS', 'VASILEVITCHI1')",636.982177734375,0.919587045850279,52.25,29.75,7.414154,2.59600002,0.6848319427830368
RUSWET-GRASS,VERKHNEVILYUISK,63.45,120.32,1978,1985,63.690807,120.435684,49.875,120.375,49.975,120.32501,388.8477783203125,"('RUSWET-GRASS', 'VERKHNEVILYUISK')",476.9254150390625,0.8153219896835735,63.25,120.25,-7.6905212,0.9040000039999999,0.2535154831638098
RUSWET-GRASS,"VOLOGDA,SEMENKOVO",59.23,39.87,1972,1985,59.024097,39.771786,49.875,39.875,49.975,39.875,540.7221069335938,"('RUSWET-GRASS', 'VOLOGDA,SEMENKOVO')",478.9189758300781,1.1290471545764007,59.25,39.75,3.479065,,
RUSWET-GRASS,VORONEZ,51.7,39.17,1972,1985,51.63809,39.024895,49.875,39.125,49.975,39.175003,564.1386108398438,"('RUSWET-GRASS', 'VORONEZ')",709.2640380859375,0.795385893752998,51.75,39.25,6.9821167,,
RUSWET-GRASS,"YAKUTSK,GMO",62.08,129.14,1978,1985,61.858166,129.0249,49.875,129.125,49.975,129.125,487.9737548828125,"('RUSWET-GRASS', 'YAKUTSK,GMO')",508.27874755859375,0.9600514623652634,62.25,129.25,-8.96048,3.5040000399999998,0.714525740581156
RUSWET-GRASS,ZHETY-ZHOL,45.0,77.25,1953,1985,44.89572,77.11618,45.125,77.375,45.024994,77.274994,279.5762023925781,"('RUSWET-GRASS', 'ZHETY-ZHOL')",1161.51025390625,0.2407005891272517,45.25,77.25,9.502441,0.368,0.16650715178541264
RUSWET-VALDAI,SinayaGnilka,57.606,33.119,1970,1987,57.43037,33.049793,49.875,33.125,49.975,33.125,616.7689208984375,"('RUSWET-VALDAI', 'SinayaGnilka')",505.3326721191406,1.220520569770371,57.75,33.25,4.6820984,6.020000047999999,1.3697031290676938
RUSWET-VALDAI,Tayozhniy,57.605,33.085,1960,1990,57.43037,33.049793,49.875,33.125,49.975,33.074997,613.9612426757812,"('RUSWET-VALDAI', 'Tayozhniy')",505.3326721191406,1.2149644710307383,57.75,33.25,4.6820984,5.6680000680000004,1.4399765990560183
RUSWET-VALDAI,Usadievskiy,57.587,33.107,1960,1990,57.43037,33.049793,49.875,33.125,49.975,33.125,616.7689208984375,"('RUSWET-VALDAI', 'Usadievskiy')",505.3326721191406,1.220520569770371,57.75,33.25,4.6820984,5.476000076,0.9830956917362117
Ru_CFR,Fyodorovskoyedrysprucestand,56.4476,32.90188,2015,2023,56.40517,33.049793,49.875,32.875,49.975,32.925003,628.0278930664062,"('Ru_CFR', 'Fyodorovskoyedrysprucestand')",514.4827270507812,1.220697722286054,56.25,32.75,5.170471,5.776000056,1.5354610794675683
Ru_CFR,Fyodorovskoyewetsprucestand,56.46153,32.92208,2015,2023,56.40517,33.049793,49.875,32.875,49.975,32.925003,628.0278930664062,"('Ru_CFR', 'Fyodorovskoyewetsprucestand')",521.7416381835938,1.203714342701956,56.25,32.75,5.170471,6.2160001,1.656630132989332
SASMAS,BlueWrenPk,-32.3828,150.4894,2006,2007,-32.28808,150.3112,-32.375,150.375,-32.375,150.475,683.290771484375,"('SASMAS', 'BlueWrenPk')",1173.1480712890625,0.5824420533152058,-32.25,150.25,16.489502,1.84800002,0.7429501935994662
SASMAS,Brunbrae,-31.9331,150.1336,2006,2007,-31.955841,150.3112,-31.875,150.125,-31.925,150.125,650.511474609375,"('SASMAS', 'Brunbrae')",1147.180419921875,0.567052456015311,-31.75,150.25,15.585907,1.964000052,0.9574881530956556
SASMAS,Cullingral,-32.1578,150.3336,2005,2007,-32.28808,150.3112,-32.125,150.375,-32.175,150.32501,564.364990234375,"('SASMAS', 'Cullingral')",1169.05126953125,0.4827546960029103,-32.25,150.25,16.489502,2.628000052,1.0939550931845952
SASMAS,Cumbo,-32.4061,149.8822,2006,2007,-32.28808,149.93776,-32.375,149.875,-32.425,149.875,694.26025390625,"('SASMAS', 'Cumbo')",1169.9775390625,0.5933962240527788,-32.25,149.75,15.618256,1.984000024,0.9082093410052127
SASMAS,Dales,-31.9469,150.4317,2006,2007,-31.955841,150.3112,-31.875,150.375,-31.925,150.42499,717.2786865234375,"('SASMAS', 'Dales')",1155.7440185546875,0.6206207213777566,-31.75,150.25,15.585907,2.128000028,0.9591839339108678
SASMAS,Illogan,-32.1486,150.07,2005,2007,-32.28808,149.93776,-32.125,150.125,-32.125,150.07501,633.2178344726562,"('SASMAS', 'Illogan')",1192.8961181640625,0.5308239542662071,-32.25,150.25,16.489502,3.440000072,1.0863081307954292
SASMAS,Kilwirrin,-32.0419,150.07,2006,2007,-31.955841,149.93776,-32.125,150.125,-32.025,150.07501,630.7974243164062,"('SASMAS', 'Kilwirrin')",1161.3818359375,0.5431438694813139,-32.25,150.25,16.489502,2.932000044,1.2896278875798182
SASMAS,MaramPk,-32.2417,150.3114,2005,2007,-32.28808,150.3112,-32.125,150.375,-32.225,150.32501,600.9300537109375,"('SASMAS', 'MaramPk')",1169.05126953125,0.5140322493742213,-32.25,150.25,16.489502,1.6360000239999999,0.9521417332332084
SASMAS,MerriwaPk,-32.1117,150.3747,2005,2007,-31.955841,150.3112,-32.125,150.375,-32.125,150.375,620.737060546875,"('SASMAS', 'MerriwaPk')",1158.1524658203125,0.5359717989351347,-32.25,150.25,16.489502,2.6960000359999996,1.0786964680103375
SASMAS,Midlothian,-32.0222,150.3511,2005,2007,-31.955841,150.3112,-32.125,150.375,-32.025,150.375,667.31005859375,"('SASMAS', 'Midlothian')",1158.05419921875,0.5762338749291119,-32.25,150.25,16.489502,2.58000004,1.0687263766646464
SASMAS,Nagoli,-32.0208,150.0114,2006,2007,-31.955841,149.93776,-32.125,150.125,-32.025,150.025,611.6547241210938,"('SASMAS', 'Nagoli')",1166.40478515625,0.5243931882868239,-32.25,150.25,16.489502,2.74000006,1.156026249537921
SASMAS,PembrokeSth,-32.0394,150.1461,2005,2007,-31.955841,150.3112,-32.125,150.125,-32.025,150.125,637.9459228515625,"('SASMAS', 'PembrokeSth')",1161.3818359375,0.5492990359510787,-32.25,150.25,16.489502,2.4800000360000003,1.073843070818996
SASMAS,Roscommon,-32.1606,150.07,2005,2007,-32.28808,149.93776,-32.125,150.125,-32.175,150.07501,636.8047485351562,"('SASMAS', 'Roscommon')",1231.5439453125,0.5170783803200537,-32.25,150.25,16.489502,3.656000068,0.8627490068351643
SASMAS,Widden,-32.5258,150.3592,2006,2007,-32.62151,150.3112,-32.625,150.375,-32.525,150.375,729.7206420898438,"('SASMAS', 'Widden')",1187.6453857421875,0.6144263690578179,-32.75,150.25,14.12207,1.7160000199999998,0.8572599806368771
SCAN,AAMU-jtg,34.783,-86.55,2002,2024,34.64869,-86.452286,34.875,-86.625,34.774994,-86.525,1405.18017578125,"('SCAN', 'AAMU-jtg')",1017.4720458984376,1.3810503998077537,34.75,-86.75,16.081085,5.872000076000001,1.8240807156122834
SCAN,Abrams,37.133,-97.083,2004,2022,37.07728,-96.908714,37.125,-97.125,37.125,-97.075005,945.4004516601562,"('SCAN', 'Abrams')",1224.573486328125,0.7720242698500136,37.25,-97.25,14.456451,1.87600002,0.7166721624856491
SCAN,AdamsRanch#1,34.25,-105.417,1997,2024,34.30753,-105.497925,34.375,-105.375,34.274994,-105.425,386.47564697265625,"('SCAN', 'AdamsRanch#1')",1527.64990234375,0.2529870531066822,34.25,-105.25,13.003632,0.82,0.3775155569068612
SCAN,Alcalde,36.083,-106.05,2010,2024,36.027473,-105.87137,36.125,-106.125,36.074997,-106.025,265.3525085449219,"('SCAN', 'Alcalde')",1083.9271240234375,0.2448065950780508,36.25,-106.25,7.495758,0.512,0.22174206276814976
SCAN,AlkaliMesa,37.667,-109.367,2007,2024,37.785137,-109.23237,37.625,-109.375,37.674995,-109.37501,333.6280212402344,"('SCAN', 'AlkaliMesa')",1263.37744140625,0.2640762849690248,37.75,-109.25,9.278717,0.5479999999999999,0.2877644674166413
SCAN,AllenFarms,35.067,-86.9,2003,2024,34.991234,-86.82573,35.125,-86.875,35.074997,-86.87501,1439.531982421875,"('SCAN', 'AllenFarms')",1028.708251953125,1.3993588363744067,35.25,-86.75,15.586273,5.4840001240000005,1.928262192472579
SCAN,Ames,42.017,-93.733,2001,2024,42.185303,-93.547714,42.125,-93.625,42.024994,-93.725006,899.1658935546875,"('SCAN', 'Ames')",939.1004028320312,0.957475783039903,42.25,-93.75,9.200928,3.1760000359999996,0.6406100404449039
SCAN,Aniak,61.58,-159.58,2012,2019,61.858166,-159.64731,49.875,-159.625,49.975,-159.57501,,"('SCAN', 'Aniak')",383.0169067382813,,61.75,-159.75,-0.8679199,5.080000064,0.9060649086528191
SCAN,AshValley,41.05204,-120.6872,2014,2024,41.058483,-120.80913,41.125,-120.625,41.074997,-120.675,495.4192504882813,"('SCAN', 'AshValley')",1014.6430053710938,0.4882695173235709,41.25,-120.75,8.943817,1.028000008,0.35480804382108716
SCAN,BeasleyLake,33.383,-90.65,1999,2021,33.29207,-90.560165,33.375,-90.625,33.375,-90.62501,1365.6922607421875,"('SCAN', 'BeasleyLake')",1134.411865234375,1.2038769186004843,33.25,-90.75,18.17096,2.936000032,0.6474138590787643
SCAN,Beaumont,30.07,-94.29,2013,2024,29.9863,-94.29461,30.125,-94.375,30.074997,-94.275,1493.0782470703125,"('SCAN', 'Beaumont')",1176.7918701171875,1.2687700221124305,30.25,-94.25,19.987213,2.340000052,1.0808690340587075
SCAN,Block3WX,36.667,-108.433,2011,2013,36.72578,-108.48547,36.625,-108.375,36.674995,-108.425,195.15011596679688,"('SCAN', 'Block3WX')",1325.0804443359375,0.1472741649769015,36.75,-108.25,11.603821,0.46799999999999997,0.20464038377081856
SCAN,BlueCreek,41.933,-112.433,2012,2024,41.80753,-112.59336,41.875,-112.375,41.924995,-112.425,372.4387817382813,"('SCAN', 'BlueCreek')",904.035400390625,0.4119736700325607,41.75,-112.25,10.003296,1.060000004,0.30927275802888415
SCAN,BodieHills,38.26477,-119.12645,2014,2024,38.14157,-118.94191,38.375,-119.125,38.274994,-119.125,266.6566162109375,"('SCAN', 'BodieHills')",859.5574340820312,0.3102254784122887,38.25,-119.25,4.3227844,0.556,0.2234768048376744
SCAN,BosqueSeco,17.967,-66.867,2002,2020,17.93678,-67.033195,17.875,-66.875,17.974998,-66.87501,874.921630859375,"('SCAN', 'BosqueSeco')",1655.7032470703125,0.5284290119062742,17.75,-66.75,26.123474,6.7680000719999995,5.40649589815138
SCAN,BraggFarm,34.9,-86.6,2003,2024,34.991234,-86.452286,34.875,-86.625,34.924995,-86.575005,1423.9273681640625,"('SCAN', 'BraggFarm')",981.0913696289062,1.4513708021941496,34.75,-86.75,16.081085,4.388000056,0.997700712311199
SCAN,BroadAcres,32.283,-86.05,2010,2024,32.28808,-86.078835,32.375,-86.125,32.274994,-86.025,1370.221435546875,"('SCAN', 'BroadAcres')",1121.4461669921875,1.221834338443479,32.25,-86.25,18.410461,3.020000044,0.9270983561514441
SCAN,Buckhorn,40.87959,-119.9534,2014,2024,41.058483,-120.06224,40.875,-119.875,40.874992,-119.975006,303.3428039550781,"('SCAN', 'Buckhorn')",1027.3865966796875,0.295256727054278,40.75,-119.75,10.0121765,0.584,0.20740476335258942
SCAN,BuffaloJump,41.35,-111.183,2009,2024,41.431942,-111.09959,41.375,-111.125,41.374992,-111.175,349.27813720703125,"('SCAN', 'BuffaloJump')",804.6700439453125,0.4340638002311033,41.25,-111.25,5.1494446,0.66,0.2242612513090774
SCAN,BusbyFarm,38.50472,-92.24667,2018,2024,38.499725,-92.42738,38.625,-92.125,38.524994,-92.225006,1122.810302734375,"('SCAN', 'BusbyFarm')",998.2551879882812,1.124772819860923,38.75,-92.25,13.036407,3.9120000399999997,1.3249181160261374
SCAN,Bushland#1,35.167,-102.1,1996,2024,35.335194,-102.13693,35.125,-102.125,35.174995,-102.075005,477.1484069824219,"('SCAN', 'Bushland#1')",1554.4654541015625,0.3069533682613746,35.25,-102.25,14.443787,1.752000024,0.5940266089757238
SCAN,CMRBLTAR-MO,39.2285,-92.11942,2014,2024,39.22136,-92.05394,39.125,-92.125,39.225,-92.12501,1004.3853759765624,"('SCAN', 'CMRBLTAR-MO')",988.95849609375,1.0155991176007348,39.25,-92.25,12.7274475,2.7160000560000004,0.7516683481742272
SCAN,CacheJunction,41.817,-111.983,2007,2024,41.80753,-111.84647,41.875,-111.875,41.824997,-111.975006,410.9980773925781,"('SCAN', 'CacheJunction')",881.914794921875,0.4660292352040501,41.75,-111.75,6.2360535,2.360000048,0.6054606772086754
SCAN,CanyonLake,59.42425,-161.16354,2014,2017,59.571827,-161.14108,49.875,-161.125,49.975,-161.175,,"('SCAN', 'CanyonLake')",291.2212219238281,,59.25,-161.25,-0.38217163,3.432000092,0.4311182819922773
SCAN,CarverFarm,38.52557,-92.13475,2018,2024,38.499725,-92.05394,38.625,-92.125,38.524994,-92.12501,1112.1710205078125,"('SCAN', 'CarverFarm')",1004.503173828125,1.107185173212912,38.75,-92.25,13.036407,2.228000036,0.9474948503914191
SCAN,CaveValley,37.35,-113.117,2010,2024,37.430386,-112.966805,37.375,-113.125,37.375,-113.12501,364.9388427734375,"('SCAN', 'CaveValley')",1192.57373046875,0.3060094595828432,37.25,-113.25,13.131134,1.128000008,0.4871473127803114
SCAN,CentraliaLake,39.7,-96.167,2004,2024,39.58492,-96.16183,39.625,-96.125,39.725,-96.175,858.9019775390625,"('SCAN', 'CentraliaLake')",1101.9442138671875,0.7794423408466503,39.75,-96.25,12.066132,2.18400004,0.6127852339094726
SCAN,Charkiln,36.367,-115.833,2007,2022,36.375854,-115.95435,36.375,-115.875,36.375,-115.825005,271.7248229980469,"('SCAN', 'Charkiln')",1350.78857421875,0.201160143181699,36.25,-115.75,14.698975,0.9279999999999999,0.5963752846187629
SCAN,CheckersCreek,65.403,-164.711,2014,2017,65.64985,-164.87552,49.875,-164.625,49.975,-164.725,,"('SCAN', 'CheckersCreek')",301.7215881347656,,65.25,-164.75,-5.0369873,2.100000028,0.6309940782067204
SCAN,ChickenRidge,41.333,-111.3,2009,2020,41.431942,-111.47303,41.375,-111.375,41.324997,-111.275,424.9526672363281,"('SCAN', 'ChickenRidge')",890.1632690429688,0.4773873310827605,41.25,-111.25,5.1494446,1.636000036,0.4181752776298639
SCAN,CinnamonBay,18.35,-64.75,2008,2015,18.233519,-64.792534,18.375,-64.625,18.375,-64.725006,1318.8978271484375,"('SCAN', 'CinnamonBay')",,,18.25,-64.75,26.109955,7.0,4.52526350620104
SCAN,Circleville,38.15,-112.25,2007,2024,38.14157,-112.21992,38.125,-112.125,38.174995,-112.225006,206.2043914794922,"('SCAN', 'Circleville')",940.355712890625,0.2192833931381414,38.25,-112.25,6.207855,3.736000088,0.9149254379191987
SCAN,CochoraRanch,35.12,-119.6,2012,2024,34.991234,-119.6888,35.125,-119.625,35.125,-119.575005,137.3632049560547,"('SCAN', 'CochoraRanch')",1058.9788818359375,0.1297128840925608,35.25,-119.75,17.914062,0.8400000040000001,0.30496059973886014
SCAN,Combate,17.983,-67.167,2002,2022,17.93678,-67.033195,17.875,-67.125,17.974998,-67.175,820.2998046875,"('SCAN', 'Combate')",,,17.75,-67.25,26.4581,1.8240000279999997,1.0140820490726192
SCAN,ConradAgRc,48.3,-111.917,2006,2021,48.15719,-111.84647,48.375,-111.875,48.324997,-111.925,311.3952331542969,"('SCAN', 'ConradAgRc')",931.5590209960938,0.3342732195554603,48.25,-111.75,7.04599,3.3720000600000004,0.5928680598608088
SCAN,CookFarmFieldD,46.78,-117.08,2013,2022,46.911266,-117.07469,46.875,-117.125,46.774994,-117.075005,556.1661376953125,"('SCAN', 'CookFarmFieldD')",862.1016235351562,0.6451282801378836,46.75,-117.25,9.962952,4.088000088,0.7038048853195467
SCAN,Corozal,18.32,-66.03,2012,2021,18.233519,-65.912865,18.375,-66.125,18.324997,-66.025,1988.7861328125,"('SCAN', 'Corozal')",1440.1282958984375,1.3809784437099593,18.25,-66.25,24.734589,6.8560001239999995,4.592993493208811
SCAN,Cper,40.82,-104.71,2013,2021,40.6871,-104.75104,40.875,-104.625,40.824997,-104.725006,347.1341857910156,"('SCAN', 'Cper')",1101.9244384765625,0.3150253989020673,40.75,-104.75,9.366669,0.912,0.3039890241064153
SCAN,CrescentLake#1,45.417,-93.95,1996,2022,45.293133,-93.921165,45.375,-93.875,45.424995,-93.925,738.1694946289062,"('SCAN', 'CrescentLake#1')",818.398681640625,0.901968088644907,45.25,-93.75,7.165985,3.620000068,0.6775901735078207
SCAN,Crossroads,33.533,-103.25,2005,2014,33.629246,-103.25726,33.625,-103.125,33.524994,-103.225006,402.5472717285156,"('SCAN', 'Crossroads')",1606.3389892578125,0.2505992037922874,33.75,-103.25,15.255676,0.9880000080000001,0.3895644067817979
SCAN,Cullman-NAHRC,34.2,-86.8,2006,2024,34.30753,-86.82573,34.125,-86.875,34.225,-86.775,1513.9827880859375,"('SCAN', 'Cullman-NAHRC')",1055.8902587890625,1.4338448295017268,34.25,-86.75,16.320099,3.5840000480000005,1.5321675541716226
SCAN,DeathValleyJCT,36.33,-116.35,2012,2021,36.375854,-116.327805,36.375,-116.375,36.324997,-116.325005,85.5543441772461,"('SCAN', 'DeathValleyJCT')",1517.90478515625,0.0563634458589833,36.25,-116.25,19.06485,0.22,0.12025921421573596
SCAN,DeeRiverRanch,33.1,-88.317,2010,2024,32.956165,-88.3195,33.125,-88.375,33.125,-88.325005,1402.5133056640625,"('SCAN', 'DeeRiverRanch')",1121.8468017578125,1.2501825592108262,33.25,-88.25,17.841461,3.3280000519999997,0.9793655959912807
