network,station,latitude,longitude,start_year,end_year,smap_lat,smap_lon,chirps25_lat,chirps25_lon,chirps05_lat,chirps05_lon,MAP,location,MEAN_PET,AI,era5_lat,era5_lon,MAT,LAI_max,LAI_mean
COSMOS,SantaFeWatershed-SF,35.683,-105.8225,2009,2010,35.680595,-105.87137,35.625,-105.875,35.674995,-105.825005,410.72747802734375,"('COSMOS', 'SantaFeWatershed-SF')",1188.7930908203125,0.3454995500890118,35.75,-105.75,5.9336853,1.744000004,1.084348390929124
COSMOS,SantaFeWatershed-SF1,35.6792,-105.8269,2009,2010,35.680595,-105.87137,35.625,-105.875,35.674995,-105.825005,410.72747802734375,"('COSMOS', 'SantaFeWatershed-SF1')",1188.7930908203125,0.3454995500890118,35.75,-105.75,5.9336853,1.6840000080000002,1.0754785348076483
COSMOS,SantaMariaUFSM,-29.7243,-53.76,2014,2014,-29.661814,-53.58921,-29.625,-53.875,-29.725,-53.775,1736.3673095703125,"('COSMOS', 'SantaMariaUFSM')",1086.4727783203125,1.5981691803219749,-29.75,-53.75,19.129486,3.5880000439999997,1.645721369009155
COSMOS,SantaRitaCriosote,31.9085,-110.8394,2010,2017,31.955841,-110.72614,31.875,-110.875,31.924995,-110.825005,365.4153747558594,"('COSMOS', 'SantaRitaCriosote')",1570.7266845703125,0.2326409669775377,31.75,-110.75,17.579865,0.556,0.27867028816594036
COSMOS,SantaRitaMesquite,31.82,-110.84,2013,2016,31.955841,-110.72614,31.875,-110.875,31.824997,-110.825005,500.6209716796875,"('COSMOS', 'SantaRitaMesquite')",1566.2169189453125,0.3196370602462938,31.75,-110.75,17.579865,0.988000004,0.4118891965737374
COSMOS,Saskatoon,52.1326,-106.6168,2013,2015,52.091694,-106.618256,49.875,-106.625,49.975,-106.62501,342.4230041503906,"('COSMOS', 'Saskatoon')",736.0281372070312,0.4652308612137654,52.25,-106.75,2.5576172,1.8360000239999998,0.4095676957609304
COSMOS,SavannahRiver,33.3828,-81.566,2011,2019,33.29207,-81.59751,33.375,-81.625,33.375,-81.575005,1238.7734375,"('COSMOS', 'SavannahRiver')",1207.0660400390625,1.026268154690121,33.25,-81.75,18.151947,5.752000096000001,2.330195487676822
COSMOS,SevilletaNewGrass,34.39995,-106.67425,2013,2015,34.30753,-106.618256,34.375,-106.625,34.375,-106.675,247.6644744873047,"('COSMOS', 'SevilletaNewGrass')",1333.7484130859375,0.1856905485752558,34.25,-106.75,14.573853,0.436,0.20131101651971217
COSMOS,ShaleHills,40.6646,-77.9067,2011,2020,40.6871,-77.86307,40.625,-77.875,40.674995,-77.925,1068.97314453125,"('COSMOS', 'ShaleHills')",794.4574584960938,1.345538559805095,40.75,-77.75,9.924042,6.404000068,2.143385920167839
COSMOS,SilverSword,19.765,-155.4234,2010,2019,19.72485,-155.53941,19.875,-155.375,19.774994,-155.425,839.9714965820312,"('COSMOS', 'SilverSword')",1271.623046875,0.6605507022275604,19.75,-155.25,16.327026,0.46,0.26361566501131717
COSMOS,Soaproot,37.031,-119.2564,2011,2019,37.07728,-119.31535,37.125,-119.375,37.024994,-119.27501,678.9339599609375,"('COSMOS', 'Soaproot')",1251.4461669921875,0.5425195089236116,37.25,-119.25,8.228729,3.056000052,1.7087470525066382
COSMOS,Sterling,38.9739,-77.4852,2010,2012,38.859642,-77.489624,38.875,-77.375,38.975,-77.475006,1074.7061767578125,"('COSMOS', 'Sterling')",946.6964111328124,1.1352173348495365,38.75,-77.25,13.952545,1.8240000280000002,0.7391452324415391
COSMOS,Temora,-34.4046,147.5326,2013,2017,-34.30753,147.6971,-34.375,147.625,-34.425,147.525,543.523681640625,"('COSMOS', 'Temora')",1289.5015869140625,0.4214990405256846,-34.25,147.75,16.258759,2.35600004,0.7028122272363772
COSMOS,TenderfootCreek,46.9514,-110.8871,2011,2019,46.911266,-110.72614,46.875,-110.875,46.975,-110.87501,563.8699340820312,"('COSMOS', 'TenderfootCreek')",798.4386596679688,0.7062157214638342,46.75,-110.75,2.486145,3.28800006,1.009853778815165
COSMOS,TonziRanch,38.4316,-120.9659,2011,2019,38.499725,-120.80913,38.375,-120.875,38.424995,-120.975006,496.31585693359375,"('COSMOS', 'TonziRanch')",1178.223876953125,0.4212407053038693,38.25,-120.75,15.416382,2.29200004,1.0175897622974899
COSMOS,Toulouse,43.3848,1.2922,2011,2017,43.332268,1.3070539,43.375,1.375,43.374992,1.2749939,721.035400390625,"('COSMOS', 'Toulouse')",832.6166381835938,0.8659872591107591,43.25,1.25,13.136383,1.976000036,0.8117716951275092
COSMOS,TowerRuin,38.11681,-109.71836,2012,2020,38.14157,-109.60581,38.125,-109.625,38.125,-109.725006,312.75067138671875,"('COSMOS', 'TowerRuin')",1205.78076171875,0.2593760667908784,38.25,-109.75,12.932343,0.376,0.22136813621161447
COSMOS,TrailValleyForest,68.7227,-133.4955,2013,2014,68.51881,-133.50623,49.875,-133.375,49.975,-133.475,,"('COSMOS', 'TrailValleyForest')",331.84991455078125,,68.75,-133.25,-8.340637,1.868000016,0.4832716468269564
COSMOS,TrailValleyMainMet,68.7455,-133.5,2013,2017,68.51881,-133.50623,49.875,-133.375,49.975,-133.475,,"('COSMOS', 'TrailValleyMainMet')",331.84991455078125,,68.75,-133.25,-8.340637,1.848000036,0.5321773036166957
COSMOS,TrailValleyUpperPlateau,68.6936,-133.6974,2014,2014,68.51881,-133.87967,49.875,-133.625,49.975,-133.675,,"('COSMOS', 'TrailValleyUpperPlateau')",322.91461181640625,,68.75,-133.75,-8.421051,2.104000032,0.5290572391223711
COSMOS,Tullochgorum,-41.6694,147.9117,2010,2019,-41.80753,148.07054,-41.625,147.875,-41.675,147.92499,586.793701171875,"('COSMOS', 'Tullochgorum')",861.949462890625,0.6807750644730488,-41.75,147.75,10.332092,3.8920000679999998,1.294339241926185
COSMOS,Tumbarumba,-35.656,148.152,2011,2017,-35.680595,148.07054,-35.625,148.125,-35.675,148.17499,966.007568359375,"('COSMOS', 'Tumbarumba')",1036.22607421875,0.9322363067226276,-35.75,148.25,10.674805,6.596000104,4.175377833610047
COSMOS,TwoStreams,-29.2058,30.6508,2015,2017,-29.33835,30.809128,-29.125,30.625,-29.225,30.675003,894.0894165039062,"('COSMOS', 'TwoStreams')",1118.6407470703125,0.7992641237551023,-29.25,30.75,17.193665,4.748000076,2.064195702272823
COSMOS,UMBS,45.5598,-84.7138,2011,2019,45.693314,-84.58506,45.625,-84.625,45.574997,-84.725006,791.2001342773438,"('COSMOS', 'UMBS')",772.9859008789062,1.0235634742855302,45.75,-84.75,6.4733276,6.424000128,2.02833369911052
COSMOS,UVA,37.9229,-78.2739,2011,2013,37.785137,-78.23651,37.875,-78.375,37.924995,-78.275,1087.219970703125,"('COSMOS', 'UVA')",994.5576171875,1.0931694171501738,37.75,-78.25,14.671539,6.396000064,2.659748088149846
COSMOS,VCNPCZO,35.8896,-106.5328,2010,2016,36.027473,-106.618256,35.875,-106.625,35.875,-106.525,521.3916015625,"('COSMOS', 'VCNPCZO')",1113.438720703125,0.4682714835291938,35.75,-106.75,8.878418,2.200000032,0.7552671800021824
COSMOS,Water4CropsBudrioIT,44.5711,11.5321,2014,2016,44.501,11.390041,44.625,11.625,44.574997,11.524994,703.1434326171875,"('COSMOS', 'Water4CropsBudrioIT')",884.3698120117188,0.7950785102192861,44.75,11.75,14.808685,2.8640000600000004,0.8861412530344853
COSMOS,WeanyCreek,-19.882,146.536,2010,2019,-20.024717,146.57677,-19.875,146.625,-19.875,146.525,638.7582397460938,"('COSMOS', 'WeanyCreek')",1503.6119384765625,0.4248158872649509,-19.75,146.75,23.127808,2.172000028,0.9276106332519645
COSMOS,WindRiver,45.8205,-121.9519,2011,2016,45.693314,-121.92946,45.875,-121.875,45.824997,-121.975006,2211.17333984375,"('COSMOS', 'WindRiver')",756.983154296875,2.921033747306572,45.75,-121.75,8.471497,5.94000008,2.258377068656569
COSMOS,Yanco,-35.005,146.2992,2011,2017,-34.991234,146.20332,-35.125,146.375,-35.025,146.275,435.09478759765625,"('COSMOS', 'Yanco')",1344.3687744140625,0.323642437907181,-35.25,146.25,16.541443,1.312000016,0.5439129103515556
COSMOS,YorkIrrigatedMaize,40.94822,-97.48745,2014,2020,41.058483,-97.6556,40.875,-97.375,40.924995,-97.475006,715.4900512695312,"('COSMOS', 'YorkIrrigatedMaize')",1075.0623779296875,0.6655335224802431,40.75,-97.25,10.946869,3.5560000680000003,0.6992943883511671
COSMOS,YorkIrrigatedSoybean,40.93379,-97.4587,2014,2020,41.058483,-97.28216,40.875,-97.375,40.924995,-97.475006,715.4900512695312,"('COSMOS', 'YorkIrrigatedSoybean')",1075.0623779296875,0.6655335224802431,40.75,-97.25,10.946869,3.892000056,0.7401988173209892
COSMOS,YorkRainfed,40.8899,-97.4586,2014,2020,41.058483,-97.28216,40.875,-97.375,40.874992,-97.475006,712.3683471679688,"('COSMOS', 'YorkRainfed')",1075.0623779296875,0.6626297801805877,40.75,-97.25,10.946869,3.1640000400000003,0.6800967589151987
COSMOS-UK,AliceHolt,51.15355,-0.85823,2015,2023,51.18893,-0.93360996,49.875,-0.875,49.975,-0.875,,"('COSMOS-UK', 'AliceHolt')",608.1439208984375,,51.25,-0.75,10.34848,6.2680000719999995,2.2190384577145026
COSMOS-UK,Balruddery,56.4823,-3.11149,2014,2023,56.40517,-3.174274,49.875,-3.125,49.975,-3.125,,"('COSMOS-UK', 'Balruddery')",473.778564453125,,56.25,-3.25,9.189331,3.72800002,0.7837161754577683
COSMOS-UK,BickleyHall,53.02635,-2.70053,2015,2023,53.012913,-2.80083,49.875,-2.625,49.975,-2.725006,,"('COSMOS-UK', 'BickleyHall')",529.0276489257812,,53.25,-2.75,10.071411,5.948000072,2.1494948861420493
COSMOS-UK,BunnyPark,52.86073,-1.12685,2015,2023,53.012913,-1.3070539,49.875,-1.125,49.975,-1.125,,"('COSMOS-UK', 'BunnyPark')",589.4097900390625,,52.75,-1.25,9.869049,2.51200004,0.8881823307503057
COSMOS-UK,Cardington,52.1056,-0.42464,2015,2023,52.091694,-0.560166,49.875,-0.375,49.975,-0.42500305,,"('COSMOS-UK', 'Cardington')",612.2177124023438,,52.25,-0.25,10.338837,4.38000004,1.3134415190467283
COSMOS-UK,ChimneyMeadows,51.70802,-1.47877,2013,2023,51.63809,-1.3070539,49.875,-1.375,49.975,-1.4750061,,"('COSMOS-UK', 'ChimneyMeadows')",571.4230346679688,,51.75,-1.25,10.094696,3.964000012,1.1459620042789702
COSMOS-UK,ChobhamCommon,51.36795,-0.59748,2015,2023,51.18893,-0.560166,49.875,-0.625,49.975,-0.57499695,,"('COSMOS-UK', 'ChobhamCommon')",626.609130859375,,51.25,-0.75,10.34848,3.820000048,1.05333282484235
COSMOS-UK,Cochno,55.94142,-4.40354,2017,2020,55.90273,-4.2946057,49.875,-4.375,49.975,-4.425003,,"('COSMOS-UK', 'Cochno')",441.4086608886719,,55.75,-4.25,8.916107,6.0200001,1.9990649834500862
COSMOS-UK,CocklePark,55.21601,-1.69437,2014,2023,55.40666,-1.6804979,49.875,-1.625,49.975,-1.675003,,"('COSMOS-UK', 'CocklePark')",532.3750610351562,,55.25,-1.75,8.954193,5.500000096,1.537190922855505
COSMOS-UK,Crichton,55.04312,-3.58337,2014,2023,54.916687,-3.5477178,49.875,-3.625,49.975,-3.574997,,"('COSMOS-UK', 'Crichton')",480.2810363769531,,55.25,-3.75,7.950714,5.920000079999999,2.0130695760181077
COSMOS-UK,CwmGarw,51.95136,-4.74658,2016,2023,52.091694,-4.66805,49.875,-4.625,49.975,-4.725006,,"('COSMOS-UK', 'CwmGarw')",589.3627319335938,,51.75,-4.75,10.75708,6.116000064,1.7788112381858854
COSMOS-UK,EasterBush,55.86741,-3.20709,2014,2023,55.90273,-3.174274,49.875,-3.125,49.975,-3.225006,,"('COSMOS-UK', 'EasterBush')",472.42474365234375,,55.75,-3.25,7.941223,5.50400008,1.6169746761430357
COSMOS-UK,Elmsett,52.09465,0.99307,2016,2023,52.091694,0.93360996,49.875,0.875,49.975,0.97499084,,"('COSMOS-UK', 'Elmsett')",615.4622802734375,,52.25,0.75,10.089386,3.044000016,0.776891245061525
COSMOS-UK,Euston,52.33639,0.79592,2016,2023,52.549908,0.93360996,49.875,0.875,49.975,0.7749939,,"('COSMOS-UK', 'Euston')",600.9527587890625,,52.25,0.75,10.089386,3.23200006,0.9004763432978278
COSMOS-UK,Fincham,52.61777,0.51073,2017,2023,52.549908,0.560166,49.875,0.625,49.975,0.5249939,,"('COSMOS-UK', 'Fincham')",609.3179931640625,,52.75,0.75,10.142303,2.6480000360000004,0.8131328530166481
COSMOS-UK,Fivemiletown,54.2985,-7.29186,2018,2023,54.43256,-7.282158,49.875,-7.375,49.975,-7.275009,,"('COSMOS-UK', 'Fivemiletown')",461.56976318359375,,54.25,-7.25,9.366669,6.300000092,2.0184415848394583
COSMOS-UK,GisburnForest,54.02381,-2.38463,2014,2023,53.954033,-2.4273858,49.875,-2.375,49.975,-2.375,,"('COSMOS-UK', 'GisburnForest')",453.2604064941406,,54.25,-2.25,7.5215454,6.0440000959999995,1.7455037370038917
COSMOS-UK,Glensaugh,56.9144,-2.56216,2014,2023,56.91428,-2.4273858,49.875,-2.625,49.975,-2.574997,,"('COSMOS-UK', 'Glensaugh')",470.760986328125,,56.75,-2.75,8.324432,4.388000084000001,1.2983114657635417
COSMOS-UK,Glenwherry,54.83809,-6.0046,2016,2023,54.916687,-6.1618257,49.875,-6.125,49.975,-6.025009,,"('COSMOS-UK', 'Glenwherry')",500.5016784667969,,54.75,-6.25,9.47583,5.620000068,1.5327560820303503
COSMOS-UK,Hadlow,51.22856,0.32018,2016,2023,51.18893,0.186722,49.875,0.375,49.975,0.32499695,,"('COSMOS-UK', 'Hadlow')",627.2501831054688,,51.25,0.25,10.342834,3.648000044,1.139624375608601
COSMOS-UK,HartwoodHome,55.81026,-3.82896,2014,2023,55.90273,-3.921162,49.875,-3.875,49.975,-3.824997,,"('COSMOS-UK', 'HartwoodHome')",440.51458740234375,,55.75,-3.75,8.270996,5.808000096000001,1.82573537875186
COSMOS-UK,HenfaesFarm,53.22541,-4.01244,2015,2023,53.012913,-3.921162,49.875,-4.125,49.975,-4.025009,,"('COSMOS-UK', 'HenfaesFarm')",530.2606811523438,,53.25,-4.25,10.019653,6.020000096,1.779609379854478
COSMOS-UK,Heytesbury,51.20289,-2.0796,2017,2023,51.18893,-2.053942,49.875,-2.125,49.975,-2.074997,,"('COSMOS-UK', 'Heytesbury')",562.0943603515625,,51.25,-2.25,10.130463,5.176000104,1.61779048266166
COSMOS-UK,Hillsborough,54.447,-6.0684,2016,2023,54.43256,-6.1618257,49.875,-6.125,49.975,-6.074997,,"('COSMOS-UK', 'Hillsborough')",486.0383911132813,,54.25,-6.25,9.610748,6.024000096,2.0834841316022907
COSMOS-UK,HollinHill,54.11068,-0.95952,2014,2023,53.954033,-0.93360996,49.875,-0.875,49.975,-0.9750061,,"('COSMOS-UK', 'HollinHill')",539.4135131835938,,54.25,-0.75,9.135834,3.1040000479999996,0.918391979379798
COSMOS-UK,HolmeLacy,52.02088,-2.66211,2018,2023,52.091694,-2.80083,49.875,-2.625,49.975,-2.675003,,"('COSMOS-UK', 'HolmeLacy')",548.3814697265625,,52.25,-2.75,9.505951,3.5000000599999996,1.0236059061278537
COSMOS-UK,Loddington,52.61016,-0.82642,2016,2023,52.549908,-0.93360996,49.875,-0.875,49.975,-0.82499695,,"('COSMOS-UK', 'Loddington')",582.6900024414062,,52.75,-0.75,9.898651,2.99600004,0.9514881466540388
COSMOS-UK,LullingtonHeath,50.79372,0.18887,2014,2023,50.74406,0.186722,49.875,0.125,49.975,0.17500305,,"('COSMOS-UK', 'LullingtonHeath')",681.4390258789062,,50.75,0.25,11.194305,6.196000036,2.2681422757979934
COSMOS-UK,MoorHouse,54.65942,-2.4678,2014,2023,54.43256,-2.4273858,49.875,-2.375,49.975,-2.475006,,"('COSMOS-UK', 'MoorHouse')",411.6711120605469,,54.75,-2.25,7.5668945,4.372000052000001,1.1562945221650214
COSMOS-UK,MoretonMorrell,52.19941,-1.56308,2018,2023,52.091694,-1.6804979,49.875,-1.625,49.975,-1.574997,,"('COSMOS-UK', 'MoretonMorrell')",577.07275390625,,52.25,-1.75,10.000214,4.088000032,1.1445791454666059
COSMOS-UK,Morley,52.54815,1.03423,2014,2023,52.549908,0.93360996,49.875,1.125,49.975,1.0249939,,"('COSMOS-UK', 'Morley')",604.7227783203125,,52.75,1.25,10.178345,2.90800004,0.8729058461649539
COSMOS-UK,NorthWyke,50.77348,-3.90596,2014,2023,50.74406,-3.921162,49.875,-3.875,49.975,-3.925003,,"('COSMOS-UK', 'NorthWyke')",538.9451904296875,,50.75,-3.75,9.694,6.332000108,2.4377851218801188
COSMOS-UK,Plynlimon,52.45338,-3.76259,2014,2023,52.549908,-3.921162,49.875,-3.875,49.975,-3.7750092,,"('COSMOS-UK', 'Plynlimon')",475.4867248535156,,52.25,-3.75,8.60672,5.348000048,1.216829221640269
COSMOS-UK,PortonDown,51.11988,-1.68125,2014,2023,51.18893,-1.6804979,49.875,-1.625,49.975,-1.675003,,"('COSMOS-UK', 'PortonDown')",587.9658203125,,51.25,-1.75,10.085693,3.63200004,1.121286790604412
COSMOS-UK,Redhill,51.26287,0.42914,2016,2023,51.18893,0.560166,49.875,0.375,49.975,0.42500305,,"('COSMOS-UK', 'Redhill')",632.9846801757812,,51.25,0.25,10.342834,4.572000044,1.2741631103072262
COSMOS-UK,Redmere,52.44577,0.42104,2015,2018,52.549908,0.560166,49.875,0.375,49.975,0.42500305,,"('COSMOS-UK', 'Redmere')",609.0831298828125,,52.25,0.25,10.264862,3.184000052,0.9562395412727206
COSMOS-UK,Riseholme,53.26165,-0.52591,2016,2023,53.48089,-0.560166,49.875,-0.625,49.975,-0.52500916,,"('COSMOS-UK', 'Riseholme')",597.5682373046875,,53.25,-0.75,10.088501,,
COSMOS-UK,Rothamsted,51.81387,-0.37832,2014,2023,51.63809,-0.560166,49.875,-0.375,49.975,-0.375,,"('COSMOS-UK', 'Rothamsted')",595.6414794921875,,51.75,-0.25,10.224823,2.7200000440000003,0.852495820157515
COSMOS-UK,Sheepdrove,51.53032,-1.48187,2013,2023,51.63809,-1.3070539,49.875,-1.375,49.975,-1.4750061,,"('COSMOS-UK', 'Sheepdrove')",568.7039184570312,,51.75,-1.25,10.094696,3.8080000480000002,1.1272497443927234
COSMOS-UK,Sourhope,55.47988,-2.22999,2014,2023,55.40666,-2.053942,49.875,-2.125,49.975,-2.225006,,"('COSMOS-UK', 'Sourhope')",477.86859130859375,,55.25,-2.25,8.117645,6.10000012,1.667248184152407
COSMOS-UK,SpenFarm,53.86886,-1.31886,2016,2023,53.954033,-1.3070539,49.875,-1.375,49.975,-1.324997,,"('COSMOS-UK', 'SpenFarm')",553.4420166015625,,53.75,-1.25,9.944305,2.80000004,0.8226786173206919
COSMOS-UK,Stiperstones,52.58125,-2.94469,2014,2023,52.549908,-2.80083,49.875,-2.875,49.975,-2.925003,,"('COSMOS-UK', 'Stiperstones')",513.6581420898438,,52.75,-2.75,9.706329,5.8080000919999994,1.7079567287608526
COSMOS-UK,Stoughton,52.60164,-1.04701,2015,2023,52.549908,-0.93360996,49.875,-1.125,49.975,-1.0250092,,"('COSMOS-UK', 'Stoughton')",576.2630004882812,,52.75,-1.25,9.869049,2.70000002,0.9023822706275666
COSMOS-UK,Sydling,50.82837,-2.52789,2018,2023,50.74406,-2.4273858,49.875,-2.625,49.975,-2.5250092,,"('COSMOS-UK', 'Sydling')",580.1873168945312,,50.75,-2.75,10.817291,4.872000012,1.243936986475565
COSMOS-UK,TheLizard,50.03281,-5.19988,2014,2023,49.86661,-5.041494,49.875,-5.125,49.975,-5.175003,1045.9569091796875,"('COSMOS-UK', 'TheLizard')",684.091796875,1.5289715707127665,50.25,-5.25,11.453369,2.7640000400000004,0.9350017962582143
COSMOS-UK,Waddesdon,51.83948,-0.94842,2013,2023,51.63809,-0.93360996,49.875,-0.875,49.975,-0.92500305,,"('COSMOS-UK', 'Waddesdon')",573.4869995117188,,51.75,-0.75,10.13089,4.30800006,1.2532206004160467
COSMOS-UK,Wimpole,52.13219,-0.04441,2019,2023,52.091694,-0.186722,49.875,-0.125,49.975,-0.025009155,,"('COSMOS-UK', 'Wimpole')",614.6069946289062,,52.25,-0.25,10.338837,3.264000036,0.9423939323664673
COSMOS-UK,Writtle,51.734,0.4179,2017,2023,51.63809,0.560166,49.875,0.375,49.975,0.42500305,,"('COSMOS-UK', 'Writtle')",634.1563110351562,,51.75,0.25,10.388397,2.692000028,0.9844131214046079
COSMOS-UK,WythamWoods,51.77728,-1.33846,2013,2016,51.63809,-1.3070539,49.875,-1.375,49.975,-1.324997,,"('COSMOS-UK', 'WythamWoods')",584.7439575195312,,51.75,-1.25,10.094696,6.492000056,2.0673353721252323
CTP_SMTMN,L01,31.946,91.721,2010,2016,31.955841,91.6805,31.875,91.625,31.924995,91.725006,364.8240966796875,"('CTP_SMTMN', 'L01')",662.0342407226562,0.551065298800039,31.75,91.75,-2.863037,0.984000008,0.3185238946369379
CTP_SMTMN,L02,31.89,91.7,2010,2016,31.955841,91.6805,31.875,91.625,31.875,91.725006,364.0134887695313,"('CTP_SMTMN', 'L02')",662.0342407226562,0.549840878882919,31.75,91.75,-2.863037,1.9880000240000002,0.4742569537489139
CTP_SMTMN,L03,31.843,91.706,2010,2016,31.955841,91.6805,31.875,91.625,31.824997,91.725006,355.5977478027344,"('CTP_SMTMN', 'L03')",677.3489379882812,0.5249845801173848,31.75,91.75,-2.863037,0.9240000039999999,0.2935562785910611
CTP_SMTMN,L04-M02,31.806,91.75,2010,2016,31.955841,91.6805,31.875,91.875,31.824997,91.774994,380.7236633300781,"('CTP_SMTMN', 'L04-M02')",648.1099243164062,0.587436866873542,31.75,91.75,-2.863037,1.7160000199999998,0.41876286751850955
CTP_SMTMN,L05-M06,31.754,91.783,2010,2016,31.62478,91.6805,31.875,91.875,31.774994,91.774994,411.70794677734375,"('CTP_SMTMN', 'L05-M06')",648.1099243164062,0.6352440092806673,31.75,91.75,-2.863037,1.128000008,0.32008899743208
CTP_SMTMN,L06-M10,31.722,91.811,2011,2016,31.62478,91.6805,31.625,91.875,31.724998,91.82501,413.9807739257813,"('CTP_SMTMN', 'L06-M10')",699.3219604492188,0.5919745086510014,31.75,91.75,-2.863037,2.364000032,0.5248223737490287
CTP_SMTMN,L07-M13,31.678,91.842,2010,2016,31.62478,91.6805,31.625,91.875,31.674995,91.82501,413.85845947265625,"('CTP_SMTMN', 'L07-M13')",699.3219604492188,0.5917996043007269,31.75,91.75,-2.863037,1.3480000280000002,0.38648387660576333
CTP_SMTMN,L08-M14,31.662,91.795,2010,2016,31.62478,91.6805,31.625,91.875,31.674995,91.774994,411.2930603027344,"('CTP_SMTMN', 'L08-M14')",699.3219604492188,0.5881311950200089,31.75,91.75,-2.863037,1.7320000279999999,0.45534158531742847
CTP_SMTMN,L09-M16,31.639,91.755,2010,2016,31.62478,91.6805,31.625,91.875,31.625,91.774994,407.0501403808594,"('CTP_SMTMN', 'L09-M16')",736.48828125,0.5526905868617435,31.75,91.75,-2.863037,1.688000008,0.38871980941689804
CTP_SMTMN,L10-M17,31.614,91.74,2010,2016,31.62478,91.6805,31.625,91.625,31.625,91.725006,381.7618408203125,"('CTP_SMTMN', 'L10-M17')",733.8411254882812,0.5202241024122174,31.75,91.75,-2.863037,1.26000002,0.3650347630523023
CTP_SMTMN,L11-M21,31.587,91.793,2010,2016,31.62478,91.6805,31.625,91.875,31.574997,91.774994,409.0957336425781,"('CTP_SMTMN', 'L11-M21')",736.48828125,0.5554680828705693,31.75,91.75,-2.863037,1.5120000240000002,0.4416762962389987
CTP_SMTMN,L12-M22,31.574,91.913,2010,2016,31.62478,92.05394,31.625,91.875,31.574997,91.92499,431.34423828125,"('CTP_SMTMN', 'L12-M22')",735.3071899414062,0.5866177349845064,31.75,91.75,-2.863037,2.424000028,0.5347794304547684
CTP_SMTMN,L13,31.546,91.985,2010,2016,31.62478,92.05394,31.625,91.875,31.524994,91.975006,443.3259887695313,"('CTP_SMTMN', 'L13')",716.7412109375,0.6185300663675518,31.75,91.75,-2.863037,2.11600002,0.5209551326523699
CTP_SMTMN,L14,31.527,92.05,2010,2016,31.62478,92.05394,31.625,92.125,31.524994,92.024994,477.6581115722656,"('CTP_SMTMN', 'L14')",705.13037109375,0.6774039683347564,31.75,92.25,-3.9753113,1.2800000159999998,0.3733827512998074
CTP_SMTMN,L15,31.463,92.017,2010,2016,31.62478,92.05394,31.375,92.125,31.474998,92.024994,462.0425109863281,"('CTP_SMTMN', 'L15')",716.7412109375,0.6446434276912513,31.25,92.25,-3.8412476,2.2520000319999998,0.570252366686416
CTP_SMTMN,L16,31.41,91.971,2011,2016,31.294872,92.05394,31.375,91.875,31.424995,91.975006,437.3956604003906,"('CTP_SMTMN', 'L16')",738.159912109375,0.5925486513491139,31.25,91.75,-2.0071716,1.724000028,0.4832197123186447
CTP_SMTMN,L17,31.373,91.976,2012,2016,31.294872,92.05394,31.375,91.875,31.375,91.975006,422.0207214355469,"('CTP_SMTMN', 'L17')",738.159912109375,0.5717199139541121,31.25,91.75,-2.0071716,1.3480000079999999,0.29058035227995677
CTP_SMTMN,L18,31.332,92.041,2010,2016,31.294872,92.05394,31.375,92.125,31.324997,92.024994,432.0820617675781,"('CTP_SMTMN', 'L18')",739.5690307617188,0.5842349311497744,31.25,92.25,-3.8412476,1.120000012,0.33208045709108475
CTP_SMTMN,L19,31.274,92.109,2010,2016,31.294872,92.05394,31.375,92.125,31.274994,92.125,437.1330871582031,"('CTP_SMTMN', 'L19')",738.6485595703125,0.5918011772912584,31.25,92.25,-3.8412476,1.6880000240000002,0.4351305388730381
CTP_SMTMN,L20,31.232,92.164,2011,2016,31.294872,92.05394,31.125,92.125,31.224998,92.17499,429.4416809082031,"('CTP_SMTMN', 'L20')",672.0240478515625,0.6390272524935875,31.25,92.25,-3.8412476,1.476000012,0.40663411498247354
CTP_SMTMN,L21,31.172,92.197,2010,2016,31.294872,92.05394,31.125,92.125,31.174995,92.17499,407.7698974609375,"('CTP_SMTMN', 'L21')",672.0240478515625,0.6067787287740128,31.25,92.25,-3.8412476,1.756000032,0.4214108667106787
CTP_SMTMN,L22,31.128,92.25,2010,2016,30.966091,92.42738,31.125,92.375,31.125,92.274994,455.7326049804688,"('CTP_SMTMN', 'L22')",561.93017578125,0.8110128706771531,31.25,92.25,-3.8412476,2.9240000680000002,0.5727860729741292
CTP_SMTMN,L23,31.107,92.309,2010,2016,30.966091,92.42738,31.125,92.375,31.125,92.32501,424.9765625,"('CTP_SMTMN', 'L23')",561.93017578125,0.7562800163012358,31.25,92.25,-3.8412476,3.1960000280000003,0.5639492904926928
CTP_SMTMN,L24,31.074,92.369,2010,2016,30.966091,92.42738,31.125,92.375,31.074997,92.375,423.5143432617188,"('CTP_SMTMN', 'L24')",509.4488525390625,0.83131867144454,31.25,92.25,-3.8412476,1.9200000360000002,0.44314722109358473
CTP_SMTMN,L25,31.713,92.458,2010,2013,31.62478,92.42738,31.625,92.375,31.724998,92.475006,511.2630310058594,"('CTP_SMTMN', 'L25')",510.0640563964844,1.0023506353649885,31.75,92.25,-3.9753113,2.744000032,0.5468755149125503
CTP_SMTMN,L26,31.683,92.405,2010,2016,31.62478,92.42738,31.625,92.375,31.674995,92.42499,539.72119140625,"('CTP_SMTMN', 'L26')",558.2691040039062,0.9667760360288064,31.75,92.25,-3.9753113,3.11600006,0.636312467961481
